rxn_id,ligand,solvent,precursor,base,co_solvent,ligand_PC1,ligand_PC2,ligand_PC3,ligand_PC4,ligand_PC5,ligand_PC6,ligand_PC7,ligand_PC8,ligand_PC9,ligand_PC10,ligand_PC11,ligand_PC12,ligand_PC13,ligand_PC14,ligand_PC15,ligand_PC16,ligand_PC17,ligand_PC18,ligand_PC19,ligand_PC20,ligand_PC21,ligand_PC22,ligand_PC23,ligand_PC24,ligand_PC25,F1,F2,F3,F4,[Pd(OAc)2],[Pd(allyl)Cl]2,[Pd2(dba)3],Cs2CO3,K2CO3,K3PO4,KOH,KOMe,KOtBu,KOAc,KF,DIPEA,DBU,none,H2O,AP yield,AP selectivity
395,PPh3,2-MeTHF,[Pd(allyl)Cl]2,KF,H2O,0.7497454858724419,0.3477696303736129,0.5308404632449628,0.5513048856197552,0.3514778028658242,0.2737073206264413,0.4274661849985721,0.4309928769486413,0.3414820596443834,0.6811417481333822,0.5594316886085429,0.2920423173933882,0.6130975748916545,0.225744675970124,0.602807669979798,0.7686167442363099,0.4224360214609718,0.7293950598397139,0.2190722493960621,0.68842465823592,0.5038625789747262,0.7575172096631926,0.3934264937872319,0.7806270346665108,0.4868832953819876,0.5158730158730158,0.0,0.8656716417910446,0.368421052631579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2082584751756946,0.3470213678750668
435,PPh3,MEK,[Pd(OAc)2],KF,H2O,0.7497454858724419,0.3477696303736129,0.5308404632449628,0.5513048856197552,0.3514778028658242,0.2737073206264413,0.4274661849985721,0.4309928769486413,0.3414820596443834,0.6811417481333822,0.5594316886085429,0.2920423173933882,0.6130975748916545,0.225744675970124,0.602807669979798,0.7686167442363099,0.4224360214609718,0.7293950598397139,0.2190722493960621,0.68842465823592,0.5038625789747262,0.7575172096631926,0.3934264937872319,0.7806270346665108,0.4868832953819876,0.4761904761904761,0.25,0.6194029850746268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1292845061387035,0.2568475757303347
1155,P(Cy)3,MEK,[Pd(OAc)2],KF,H2O,0.7123999975857913,0.3207481197675216,0.1750568462171604,0.6690593150186219,0.3452283064994268,0.201508550148005,0.4444765154362463,0.2955817935113549,0.3765404849099418,0.4954725372293219,0.1200564814180802,0.3545544362566939,0.2255703549333029,0.6810770921769533,0.4338164512419854,0.6111033221515039,0.4860176965506411,0.2738402564234681,0.6509300254325763,0.0477807839806457,0.4195069601967975,0.3580609217720518,0.3062829611331853,0.7963312851334855,0.8390633778202308,0.4761904761904761,0.25,0.6194029850746268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0146145716319657,0.0
6015,cataCXium POMeCy,iPr2O,[Pd(OAc)2],KF,H2O,0.4811183378351755,0.2073966283789297,0.0878380954712569,0.4016324205109705,0.446385013680675,0.210620826265572,0.2034299998374113,0.3063074344407855,0.4424124381046711,0.3355974006955081,0.3569995443377273,0.1855796814947657,0.3997523157097128,0.5577944484830388,0.3160118981637109,0.5363826920459288,0.5197942961858935,0.4157151536079104,0.2809018180713364,0.5722166698586235,0.6414517164909439,0.1797158554988486,0.4256873701611023,0.2316611803421428,0.5028251468479104,0.5634920634920635,0.0217391304347827,0.925373134328358,0.736842105263158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1821391565468064,0.3634427058591818
6075,cataCXium POMeCy,CPME,[Pd(OAc)2],KF,H2O,0.4811183378351755,0.2073966283789297,0.0878380954712569,0.4016324205109705,0.446385013680675,0.210620826265572,0.2034299998374113,0.3063074344407855,0.4424124381046711,0.3355974006955081,0.3569995443377273,0.1855796814947657,0.3997523157097128,0.5577944484830388,0.3160118981637109,0.5363826920459288,0.5197942961858935,0.4157151536079104,0.2809018180713364,0.5722166698586235,0.6414517164909439,0.1797158554988486,0.4256873701611023,0.2316611803421428,0.5028251468479104,0.6507936507936507,0.1521739130434783,0.880597014925373,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.331562880993588,0.5350755048834103
8333,cataCXium PInCy,2-MeTHF,[Pd2(dba)3],KOAc,H2O,0.4744891733029699,0.2641394359124477,0.1939118469748384,0.361711578074058,0.4087051823638087,0.1757517537501978,0.4111743183235123,0.3671617063542418,0.29479557137796,0.3268356243945668,0.4138293772975217,0.2211245950662411,0.5663733678301139,0.5411096331647318,0.0607010254170105,0.4010845831652532,0.3537006158310715,0.0278341561993469,0.3472309577328145,0.5246968053588036,0.5186791604106912,0.1880222649792875,0.5980336980355448,0.4905815495570343,0.5707589954191925,0.5158730158730158,0.0,0.8656716417910446,0.368421052631579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3017899322279734,0.574612455425337
8815,cataCXium PCy,iPrOH,[Pd2(dba)3],KF,H2O,0.5318365978317733,0.2197208649513382,0.042095746212259,0.4315070488025357,0.4196840894695808,0.2304105157022996,0.4003595838068611,0.3715634020926348,0.5494905852761464,0.4300781512938766,0.3262576463355803,0.0683825901642022,0.4956260877494299,0.4262270646822711,0.1989126486954718,0.4104233662271846,0.3047840848540933,0.2812819286502272,0.0783824666229973,0.7029062413144878,0.4720346446705149,0.1427097965842808,0.4467537618508466,0.6493121014469964,0.0362077327960459,0.238095238095238,0.7717391304347827,0.9552238805970148,0.7105263157894737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3742026415273806,0.5637574158153831
9073,cataCXium PCy,MEK,[Pd(OAc)2],KOAc,H2O,0.5318365978317733,0.2197208649513382,0.042095746212259,0.4315070488025357,0.4196840894695808,0.2304105157022996,0.4003595838068611,0.3715634020926348,0.5494905852761464,0.4300781512938766,0.3262576463355803,0.0683825901642022,0.4956260877494299,0.4262270646822711,0.1989126486954718,0.4104233662271846,0.3047840848540933,0.2812819286502272,0.0783824666229973,0.7029062413144878,0.4720346446705149,0.1427097965842808,0.4467537618508466,0.6493121014469964,0.0362077327960459,0.4761904761904761,0.25,0.6194029850746268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0638481109034947,0.1225849858216636
9075,cataCXium PCy,MEK,[Pd(OAc)2],KF,H2O,0.5318365978317733,0.2197208649513382,0.042095746212259,0.4315070488025357,0.4196840894695808,0.2304105157022996,0.4003595838068611,0.3715634020926348,0.5494905852761464,0.4300781512938766,0.3262576463355803,0.0683825901642022,0.4956260877494299,0.4262270646822711,0.1989126486954718,0.4104233662271846,0.3047840848540933,0.2812819286502272,0.0783824666229973,0.7029062413144878,0.4720346446705149,0.1427097965842808,0.4467537618508466,0.6493121014469964,0.0362077327960459,0.4761904761904761,0.25,0.6194029850746268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5503096012426004,0.7441990499070789
10535,CY-VBRIDP,MEK,[Pd(allyl)Cl]2,KF,H2O,0.498539945999995,0.4319823612678241,0.1720004300110831,0.4382860727273287,0.4023409138729458,0.0552490438769892,0.5704802065560706,0.3449566673397914,0.3213164556635762,0.4640386453073328,0.4032930387993347,0.2243670011813726,0.3826632551294935,0.3411055192896434,0.1979783985924388,0.4561836397211636,0.0387023326040647,0.573756728169464,0.3951406967877029,0.1919601892947706,0.1836286993705999,0.5257522646852526,0.8330702388923337,0.3344748665089744,0.5674831268418525,0.4761904761904761,0.25,0.6194029850746268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.655264699194972,0.7792846846850863
