rxn_id,ligand,solvent,precursor,base,co_solvent,ligand_PC1,ligand_PC2,ligand_PC3,ligand_PC4,ligand_PC5,ligand_PC6,ligand_PC7,ligand_PC8,ligand_PC9,ligand_PC10,ligand_PC11,ligand_PC12,ligand_PC13,ligand_PC14,ligand_PC15,ligand_PC16,ligand_PC17,ligand_PC18,ligand_PC19,ligand_PC20,ligand_PC21,ligand_PC22,ligand_PC23,ligand_PC24,ligand_PC25,F1,F2,F3,F4,[Pd(OAc)2],[Pd(allyl)Cl]2,[Pd2(dba)3],Cs2CO3,K2CO3,K3PO4,KOH,KOMe,KOtBu,KOAc,KF,DIPEA,DBU,none,H2O
13535,cataCXium PICy,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.5080110858319793,0.3314322506567163,0.1527003703366604,0.3798204429939022,0.435090151007582,0.2094820376014674,0.4610922450228684,0.3806499184943197,0.5291866768872717,0.3348149473706791,0.2289394756559241,0.2833095965340996,0.3658939310602759,0.6188036157552843,0.4126126338429563,0.7395436436575373,0.5939813952514356,0.1575157740359653,0.3198337468717364,0.5254522478321114,0.4844596286743052,1.0,0.2204817500715534,0.3072328954269456,0.2149097304797583,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48815,Amidolephos,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.4106214029552091,0.2414255686199043,0.1925446265581931,0.3606371539112386,0.3651733534776363,0.2421994233237753,0.3980674847368706,0.365674575160992,0.3658044946181882,0.3011811774215425,0.3577445582176181,0.2564769288147435,0.4068424888575323,0.6139600502246289,0.0698014578196635,0.3454102092680242,0.1805369976137628,0.3150039325557742,0.3929034974021382,0.7203499599782867,0.418179297192809,0.0675898201330792,0.5559521933002246,0.5590438690493238,0.2116906648379948,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13415,cataCXium PICy,MEK,[Pd(allyl)Cl]2,KF,H2O,0.5080110858319793,0.3314322506567163,0.1527003703366604,0.3798204429939022,0.435090151007582,0.2094820376014674,0.4610922450228684,0.3806499184943197,0.5291866768872717,0.3348149473706791,0.2289394756559241,0.2833095965340996,0.3658939310602759,0.6188036157552843,0.4126126338429563,0.7395436436575373,0.5939813952514356,0.1575157740359653,0.3198337468717364,0.5254522478321114,0.4844596286743052,1.0,0.2204817500715534,0.3072328954269456,0.2149097304797583,0.4761904761904761,0.25,0.6194029850746268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4175,cataCXium ABn,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.6351142784210414,0.5332107728576889,0.2146113087114689,0.5958268253609998,0.3623578160535662,0.2536536634489373,0.4668120724822911,0.4530286065345598,0.1557081112940919,0.3355068061202007,0.287251226748453,0.3455183662378049,0.4502914840848036,0.4828435181608799,0.8101509922151855,0.4460402340059616,0.5624194355490052,0.0,0.2328987372581158,0.5641004597998689,0.793376449569138,0.6708037920470755,0.4347187923293972,0.2820705286316932,0.4769268264473919,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54575,PAd2Cy,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.6589342154633077,0.5879857079086505,0.2915610816944602,0.8572495740037867,0.3911974643493792,0.1635375388417068,0.4068731870164297,0.2926595593709247,0.2919921257805599,0.4404075821626164,0.2753316547795515,0.5427426354571827,0.4669544547991792,0.4922878944882795,0.4694488340126161,0.457516217087575,0.6771536675657902,0.3516972532587648,0.447993724567061,0.3630983420916258,0.3506790706328769,0.330433905128777,0.5322213207692685,0.5902769979537668,0.3736829644267931,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6335,cataCXium POMeCy,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.4811183378351755,0.2073966283789297,0.0878380954712569,0.4016324205109705,0.446385013680675,0.210620826265572,0.2034299998374113,0.3063074344407855,0.4424124381046711,0.3355974006955081,0.3569995443377273,0.1855796814947657,0.3997523157097128,0.5577944484830388,0.3160118981637109,0.5363826920459288,0.5197942961858935,0.4157151536079104,0.2809018180713364,0.5722166698586235,0.6414517164909439,0.1797158554988486,0.4256873701611023,0.2316611803421428,0.5028251468479104,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24335,CyBippyPhos,MeCN,[Pd(allyl)Cl]2,KF,H2O,0.269728792501744,0.2415057361138734,0.2888641913715659,0.2780602588205237,0.297520993686952,0.3929426124369914,0.3672816433681901,0.3371407993871411,0.2892652805773137,0.7046728410197745,0.2399673493914239,0.5976664680707573,0.3230074769596768,0.1059315244942861,0.3728925725427848,0.4165350799019681,0.1661397195760268,0.703718709335674,0.0,0.3574911019337002,0.7270969809733027,0.4094132373288918,0.1861617858559797,0.4248233553200546,0.4512332777805975,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13555,cataCXium PICy,MeCN,[Pd2(dba)3],KF,H2O,0.5080110858319793,0.3314322506567163,0.1527003703366604,0.3798204429939022,0.435090151007582,0.2094820376014674,0.4610922450228684,0.3806499184943197,0.5291866768872717,0.3348149473706791,0.2289394756559241,0.2833095965340996,0.3658939310602759,0.6188036157552843,0.4126126338429563,0.7395436436575373,0.5939813952514356,0.1575157740359653,0.3198337468717364,0.5254522478321114,0.4844596286743052,1.0,0.2204817500715534,0.3072328954269456,0.2149097304797583,0.1111111111111111,0.8478260869565218,0.0,0.0789473684210526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
48695,Amidolephos,MEK,[Pd(allyl)Cl]2,KF,H2O,0.4106214029552091,0.2414255686199043,0.1925446265581931,0.3606371539112386,0.3651733534776363,0.2421994233237753,0.3980674847368706,0.365674575160992,0.3658044946181882,0.3011811774215425,0.3577445582176181,0.2564769288147435,0.4068424888575323,0.6139600502246289,0.0698014578196635,0.3454102092680242,0.1805369976137628,0.3150039325557742,0.3929034974021382,0.7203499599782867,0.418179297192809,0.0675898201330792,0.5559521933002246,0.5590438690493238,0.2116906648379948,0.4761904761904761,0.25,0.6194029850746268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6215,cataCXium POMeCy,MEK,[Pd(allyl)Cl]2,KF,H2O,0.4811183378351755,0.2073966283789297,0.0878380954712569,0.4016324205109705,0.446385013680675,0.210620826265572,0.2034299998374113,0.3063074344407855,0.4424124381046711,0.3355974006955081,0.3569995443377273,0.1855796814947657,0.3997523157097128,0.5577944484830388,0.3160118981637109,0.5363826920459288,0.5197942961858935,0.4157151536079104,0.2809018180713364,0.5722166698586235,0.6414517164909439,0.1797158554988486,0.4256873701611023,0.2316611803421428,0.5028251468479104,0.4761904761904761,0.25,0.6194029850746268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
